Unique ID,Document ID,Payee Name,Issue Date,Agency,Department,Check Amount,Expense Category,Contract ID,Contract Purpose,Capital Project,Spending Category,Fiscal year,Calendar year
206,20130160041-1-DSB-EFT,"SUPERSTRUCTURES ENGINEERING ARCHITECTURE, PLLC",2012-11-13,New York Public Library,400-037-008,12854.22,DESIGN-CONSULTANT-BUILDINGS,CT185020040024468,"INSPECTION & RESTORATION, CITYWIDE",850LNC3JMADA021,Capital Contracts,2013,2012
207,20130197330-1-DSB-EFT,HILL INTERNATIONAL INC.,2012-12-12,New York Public Library,400-037-X01,12842.45,CONSTRUCTION-BUILDINGS,PRC2850AJ10D237P10,,850LNC4KBREN014,Capital Contracts,2013,2012
208,20130354217-1-DSB-EFT,NELLIGAN/WHITE ARCHITECTS PLLC,2013-04-01,New York Public Library,400-037-D08,12723.52,DESIGN-CONSULTANT-BUILDINGS,CT185020121423041,"BUILDING ENVELOPE DESIGN, ENG. & CONSTR. RELATED",850LNCA10AGL001,Capital Contracts,2013,2013
209,20130386364-1-DSB-EFT,NEW YORK PUBLIC LIBRARY,2013-04-24,New York Public Library,SYSTEMWIDE SERVICES,12666.53,PAYMENTS TO LIBRARIES,PON103512BTOPDOITT,,,Contracts,2013,2013
210,20130308677-1-DSB-EFT,NEW YORK PUBLIC LIBRARY,2013-03-04,New York Public Library,SYSTEMWIDE SERVICES,12405.72,PAYMENTS TO LIBRARIES,PON103513BTOPDOIT2,,,Contracts,2013,2013
211,20130413648-1-DSB-EFT,"RNH ELECTRIC CO., INC",2013-05-10,New York Public Library,400-037-X01,12250.03,CONSTRUCTION-BUILDINGS,CT185020090023943,"ELECTRICAL WORK FOR LIBR, CULTRL, HEALTH, HUM. SVS, TRSPRT",850LNX1HPREN021,Capital Contracts,2013,2013
212,20130382619-1-DSB-EFT,ARCADIA ELECTRICAL COMPANY INC,2013-04-22,New York Public Library,"CITY COUNCIL FUNDING FOR ACQUISITION, CO",11707.53,CONSTRUCTION-BUILDINGS,CT185020121419036,"JOCS Electrical work for Fire Libraries, Health, Human Svc",850LNBXA08LS800,Capital Contracts,2013,2013
213,20130229048-1-DSB-AD,PREMIER ELECTRICAL,2013-06-03,New York Public Library,"ACQUISITION, CONSTRUCTION, RECONSTRUCTIO",11562.72,CONSTRUCTION-BUILDINGS,CT185020100009969,STAPLETON BRANCH LIBRARY RENOVATION,850LNC2STAPL235,Capital Contracts,2013,2013
214,20130263118-1-DSB-EFT,NEW YORK PUBLIC LIBRARY,2013-01-30,New York Public Library,SYSTEMWIDE SERVICES,11533.71,PAYMENTS TO LIBRARIES,PON103513BTOPDOIT2,,,Contracts,2013,2013
215,20130320960-1-DSB-EFT,PLAZA CONSTRUCTION CORPORATION,2013-03-13,New York Public Library,400-037-R01,11345.55,CONSTRUCTION-BUILDINGS,CT185020100015408,STAPLETON BRANCH LIBRARY RENOVATION & EXAPANSION,850LNC2STAPL124,Capital Contracts,2013,2013
216,20130467827-1-DSB-EFT,PLAZA CONSTRUCTION CORPORATION,2013-06-12,New York Public Library,"ACQUISITION, CONSTRUCTION, RECONSTRUCTIO",10687.5,CONSTRUCTION-BUILDINGS,PRC2850GS11C02P408,,850LNC2STAPL030,Capital Contracts,2013,2013
217,20130098903-1-DSB-AD,PREMIER ELECTRICAL,2012-12-03,New York Public Library,"ACQUISITION, CONSTRUCTION, RECONSTRUCTIO",10640,CONSTRUCTION-BUILDINGS,CT185020100009969,STAPLETON BRANCH LIBRARY RENOVATION,850LNC2STAPL020,Capital Contracts,2013,2012
218,20130211793-1-DSB-AD,PREMIER ELECTRICAL,2013-05-13,New York Public Library,"ACQUISITION, CONSTRUCTION, RECONSTRUCTIO",10550,CONSTRUCTION-BUILDINGS,CT185020100009969,STAPLETON BRANCH LIBRARY RENOVATION,850LNC2STAPL020,Capital Contracts,2013,2013
219,20130108189-1-DSB-AD,PREMIER ELECTRICAL,2012-12-18,New York Public Library,400-037-R01,10544.86,CONSTRUCTION-BUILDINGS,CT185020100009969,STAPLETON BRANCH LIBRARY RENOVATION,850LNC2STAPL124,Capital Contracts,2013,2012
220,20130167181-1-DSB-EFT,GHA TECHNOLOGIES INC,2012-11-19,New York Public Library,400-037-D08,10442,CAPITAL PURCHASED EQUIPMENT,CT103520131401985,Stapleton - Initial Outfitting,037LNMA12STP001,Capital Contracts,2013,2012
221,20130062258-1-DSB-EFT,N/A (PRIVACY/SECURITY),2012-08-22,New York Public Library,"CITY COUNCIL FUNDING FOR ACQUISITION, CO",10402,DESIGN-CONSULTANT-BUILDINGS,,,850LNC005CC1014,Capital Contracts,2013,2012
222,20130197330-1-DSB-EFT,HILL INTERNATIONAL INC.,2012-12-12,New York Public Library,400-037-X01,10320.81,CONSTRUCTION-BUILDINGS,PRC2850NS10D242P10,,850LNC4KBREN014,Capital Contracts,2013,2012
223,20130160613-1-DSB-EFT,JOHN G WAITE ASSOCIATES ARCHITECTS PLLC,2012-11-13,New York Public Library,"ACQUISITION, CONSTRUCTION, RECONSTRUCTIO",10211.33,DESIGN-CONSULTANT-BUILDINGS,CT185020111403966,"A&E Historic Preservation Design,Architecture Engineering",850LNCEM09HP001,Capital Contracts,2013,2012
224,20130203258-1-DSB-AD,PREMIER ELECTRICAL,2013-04-30,New York Public Library,400-037-R01,10191.62,CONSTRUCTION-BUILDINGS,CT185020100009969,STAPLETON BRANCH LIBRARY RENOVATION,850LNC2STAPL037,Capital Contracts,2013,2013
225,20130467827-1-DSB-EFT,PLAZA CONSTRUCTION CORPORATION,2013-06-12,New York Public Library,"ACQUISITION, CONSTRUCTION, RECONSTRUCTIO",10105.5,CONSTRUCTION-BUILDINGS,PRC2850GS11C05P408,,850LNC2STAPL030,Capital Contracts,2013,2013
226,20130277413-1-DSB-EFT,ARCADIA ELECTRICAL COMPANY INC,2013-02-11,New York Public Library,400-037-X01,10094.67,CONSTRUCTION-BUILDINGS,CT185020121419036,"JOCS Electrical work for Fire Libraries, Health, Human Svc",850LNBXA08LS400,Capital Contracts,2013,2013
227,20130324005-1-DSB-EFT,PLAZA CONSTRUCTION CORPORATION,2013-03-15,New York Public Library,400-037-R01,10091.85,CONSTRUCTION-BUILDINGS,CT185020100015408,STAPLETON BRANCH LIBRARY RENOVATION & EXAPANSION,850LNC2STAPL037,Capital Contracts,2013,2013
228,20130199777-1-DSB-EFT,ROYAL FACILITIES INC,2012-12-13,New York Public Library,400-037-D08,10046.4,CAPITAL PURCHASED EQUIPMENT,CT103520131408976,15 Branch Security Systems - Royal Systems,037LNCA13SE1001,Capital Contracts,2013,2012
229,20130092814-1-DSB-EFT,N/A (PRIVACY/SECURITY),2012-09-17,New York Public Library,400-037-X01,10030.8,DESIGN-CONSULTANT-BUILDINGS,,,850LNEMA08WS010,Capital Contracts,2013,2012
230,20130184918-1-DSB-EFT,GREENMAN-PEDERSEN INC,2012-12-03,New York Public Library,400-037-D08,10000,DESIGN-CONSULTANT-BUILDINGS,CT185020111403782,Replaces CT 850 20100016637,850LNCA10YRK010,Capital Contracts,2013,2012
231,20130137880-1-DSB-EFT,N/A (PRIVACY/SECURITY),2012-10-23,New York Public Library,400-037-C02,9921.75,DESIGN-CONSULTANT-BUILDINGS,,,850LNC2STAPL013,Capital Contracts,2013,2012
232,20130137880-1-DSB-EFT,N/A (PRIVACY/SECURITY),2012-10-23,New York Public Library,400-037-C02,9831.33,DESIGN-CONSULTANT-BUILDINGS,,,850LNC2STAPL013,Capital Contracts,2013,2012
233,20130300366-1-DSB-EFT,PAGNAMENTA TORRIANI ARCHITECTS,2013-02-25,New York Public Library,400-037-D02,9567.34,DESIGN-CONSULTANT-BUILDINGS,CTA185020070021823,A & E SERVICES CONSORTIUM REQUIREMENT CONTRACT,850LNC02MHNB015,Capital Contracts,2013,2013
234,20130408982-1-DSB-EFT,"FRAMAN MECHANICAL, INC",2013-05-07,New York Public Library,"ACQUISITION, CONSTRUCTION, RECONSTRUCTIO",9538,CONSTRUCTION-BUILDINGS,PRC2850KK12C10P816,,850LNC2STAPL003,Capital Contracts,2013,2013
235,20130061122-1-DSB-AD,PREMIER ELECTRICAL,2012-10-01,New York Public Library,400-037-R01,9500,CONSTRUCTION-BUILDINGS,CT185020100009969,STAPLETON BRANCH LIBRARY RENOVATION,850LNC2STAPL037,Capital Contracts,2013,2012
236,20130282203-1-DSB-EFT,RICE ARCHITECTURE P C,2013-02-13,New York Public Library,400-037-X01,9233.19,DESIGN-CONSULTANT-BUILDINGS,CTA185020100009328,A&E SERVICES CONSORTIUM REQUIREMENTS CONTRACT,850LNEMA08WS001,Capital Contracts,2013,2013
237,20130277413-1-DSB-EFT,ARCADIA ELECTRICAL COMPANY INC,2013-02-11,New York Public Library,"CITY COUNCIL FUNDING FOR ACQUISITION, CO",8749.63,CONSTRUCTION-BUILDINGS,CT185020121419036,"JOCS Electrical work for Fire Libraries, Health, Human Svc",850LNBXA08LS302,Capital Contracts,2013,2013
238,20130288639-1-DSB-EFT,PLAZA CONSTRUCTION CORPORATION,2013-02-19,New York Public Library,"ACQUISITION, CONSTRUCTION, RECONSTRUCTIO",8746.5,CONSTRUCTION-BUILDINGS,CT185020100015371,206 SOUTH AVENUE,850LNC02MHNB806,Capital Contracts,2013,2013
239,20130085478-1-DSB-AD,J.C.H.DELTA CONTRACTING INC.,2012-11-13,New York Public Library,400-037-008,8710.18,CONSTRUCTION-BUILDINGS,CT185020070022711,HIGH BRIDGE BRANCH LIBRARY RENOVATION - GC,850LNC4HBREN041,Capital Contracts,2013,2012
240,20130146016-1-DSB-AD,INGRAM BOOK COMPANY,2013-02-12,New York Public Library,400-037-D08,8682.04,CAPITAL PURCHASED EQUIPMENT,CT103520131413192,Stapleton - Library Materials.Ingram,037LNMA12STP003,Capital Contracts,2013,2013
241,20130095983-1-DSB-AD,PREMIER ELECTRICAL,2012-11-26,New York Public Library,"ACQUISITION, CONSTRUCTION, RECONSTRUCTIO",8550,CONSTRUCTION-BUILDINGS,CT185020100009969,STAPLETON BRANCH LIBRARY RENOVATION,850LNC2STAPL235,Capital Contracts,2013,2012
242,20130467827-1-DSB-EFT,PLAZA CONSTRUCTION CORPORATION,2013-06-12,New York Public Library,400-037-D02,8544.8,CONSTRUCTION-BUILDINGS,PRC2850DM11C08P408,,850LNC2STAPL023,Capital Contracts,2013,2013
243,20130467827-1-DSB-EFT,PLAZA CONSTRUCTION CORPORATION,2013-06-12,New York Public Library,"ACQUISITION, CONSTRUCTION, RECONSTRUCTIO",8503.55,CONSTRUCTION-BUILDINGS,PRC2850DM11C07P408,,850LNC2STAPL030,Capital Contracts,2013,2013
244,20130125560-1-DSB-EFT,NEW YORK PUBLIC LIBRARY,2012-10-15,New York Public Library,SYSTEMWIDE SERVICES,8381.08,PAYMENTS TO LIBRARIES,PON103511BTOPFED,,,Contracts,2013,2012
245,20130146016-1-DSB-AD,INGRAM BOOK COMPANY,2013-02-12,New York Public Library,400-037-D08,8249.44,CAPITAL PURCHASED EQUIPMENT,CT103520131413192,Stapleton - Library Materials.Ingram,037LNMA12STP003,Capital Contracts,2013,2013
246,20130320960-1-DSB-EFT,PLAZA CONSTRUCTION CORPORATION,2013-03-13,New York Public Library,400-037-D08,8234.35,CONSTRUCTION-BUILDINGS,CT185020100015408,STAPLETON BRANCH LIBRARY RENOVATION & EXAPANSION,850LNC2STAPL045,Capital Contracts,2013,2013
247,20130271955-1-DSB-EFT,CLAIRE WEISZ ARCHITECT,2013-02-06,New York Public Library,400-037-D08,7799.46,DESIGN-CONSULTANT-BUILDINGS,CTA185020107203046,"24 A & E DESIGN, REQUIREMENTS CONTRACT",850LNCA10JMB001,Capital Contracts,2013,2013
248,20130158009-1-DSB-AD,PREMIER ELECTRICAL,2013-02-26,New York Public Library,400-037-R01,7798.49,CONSTRUCTION-BUILDINGS,CT185020100009969,STAPLETON BRANCH LIBRARY RENOVATION,850LNC2STAPL124,Capital Contracts,2013,2013
249,20130418933-1-DSB-EFT,HEWLETT-PACKARD COMPANY,2013-05-13,New York Public Library,400-037-008,7560,CAPITAL PURCHASED EQUIPMENT,CT103520131416556,Desktop PC's: NYS OGS Requirement Contract - PT65350,037LNMA13DTC007,Capital Contracts,2013,2013
250,20130447446-1-DSB-EFT,ATLAS RESTORATION CORP,2013-05-29,New York Public Library,"ACQUISITION, CONSTRUCTION, RECONSTRUCTIO",7505,CONSTRUCTION-BUILDINGS,CT185020121439723,HVAC 4 LIBRARIES,850LNEA08MHV300,Capital Contracts,2013,2013
251,20130408982-1-DSB-EFT,"FRAMAN MECHANICAL, INC",2013-05-07,New York Public Library,"ACQUISITION, CONSTRUCTION, RECONSTRUCTIO",7400.3,CONSTRUCTION-BUILDINGS,PRC2850DM12C09P816,,850LNC2STAPL003,Capital Contracts,2013,2013
252,20130337855-1-DSB-EFT,NICHOLSON & GALLOWAY INC,2013-03-25,New York Public Library,"ACQUISITION, CONSTRUCTION, RECONSTRUCTIO",7202.04,CONSTRUCTION-BUILDINGS,CT185020101404612,JEFFERSON MARKET BRANCH LIBRARY EXTERIOR,850LNC3JMADA015,Capital Contracts,2013,2013
253,20130408982-1-DSB-EFT,"FRAMAN MECHANICAL, INC",2013-05-07,New York Public Library,"ACQUISITION, CONSTRUCTION, RECONSTRUCTIO",7151.1,CONSTRUCTION-BUILDINGS,PRC2850DM12C17P816,,850LNC2STAPL003,Capital Contracts,2013,2013
254,20130237305-1-DSB-EFT,JOHN G WAITE ASSOCIATES ARCHITECTS PLLC,2013-01-14,New York Public Library,400-037-D08,7129.92,DESIGN-CONSULTANT-BUILDINGS,CT185020111403966,"A&E Historic Preservation Design,Architecture Engineering",850LNCA0996S007,Capital Contracts,2013,2013
255,20130045575-1-DSB-EFT,NELLIGAN/WHITE ARCHITECTS PLLC,2012-08-07,New York Public Library,400-037-D08,7068,DESIGN-CONSULTANT-BUILDINGS,CT185020121423041,"BUILDING ENVELOPE DESIGN, ENG. & CONSTR. RELATED",850LNCA10AGL001,Capital Contracts,2013,2012
256,20130467827-1-DSB-EFT,PLAZA CONSTRUCTION CORPORATION,2013-06-12,New York Public Library,400-037-D02,6987.9,CONSTRUCTION-BUILDINGS,PRC2850KK12C13P408,,850LNC2STAPL023,Capital Contracts,2013,2013
257,20130320960-1-DSB-EFT,PLAZA CONSTRUCTION CORPORATION,2013-03-13,New York Public Library,400-037-D08,6785.6,CONSTRUCTION-BUILDINGS,CT185020100015408,STAPLETON BRANCH LIBRARY RENOVATION & EXAPANSION,850LNC2STAPL045,Capital Contracts,2013,2013
258,20130418933-1-DSB-EFT,HEWLETT-PACKARD COMPANY,2013-05-13,New York Public Library,400-037-D08,6720,CAPITAL PURCHASED EQUIPMENT,CT103520131416556,Desktop PC's: NYS OGS Requirement Contract - PT65350,037LNMA13DTC003,Capital Contracts,2013,2013
259,20130199777-1-DSB-EFT,ROYAL FACILITIES INC,2012-12-13,New York Public Library,400-037-D08,6705.6,CAPITAL PURCHASED EQUIPMENT,CT103520131408976,15 Branch Security Systems - Royal Systems,037LNCA13SE1001,Capital Contracts,2013,2012
260,20130199777-1-DSB-EFT,ROYAL FACILITIES INC,2012-12-13,New York Public Library,400-037-D08,6657.6,CAPITAL PURCHASED EQUIPMENT,CT103520131408976,15 Branch Security Systems - Royal Systems,037LNCA13SE1001,Capital Contracts,2013,2012
261,20130199777-1-DSB-EFT,ROYAL FACILITIES INC,2012-12-13,New York Public Library,400-037-D08,6657.6,CAPITAL PURCHASED EQUIPMENT,CT103520131408976,15 Branch Security Systems - Royal Systems,037LNCA13SE1001,Capital Contracts,2013,2012
262,20130320960-1-DSB-EFT,PLAZA CONSTRUCTION CORPORATION,2013-03-13,New York Public Library,400-037-D08,6550.08,CONSTRUCTION-BUILDINGS,CT185020100015408,STAPLETON BRANCH LIBRARY RENOVATION & EXAPANSION,850LNC2STAPL045,Capital Contracts,2013,2013
263,20130316563-1-DSB-EFT,GREENMAN-PEDERSEN INC,2013-03-11,New York Public Library,"CITY COUNCIL FUNDING FOR ACQUISITION, CO",6434,DESIGN-CONSULTANT-BUILDINGS,CT185020070020496,,850LNCA08PBY001,Capital Contracts,2013,2013
264,20130167181-1-DSB-EFT,GHA TECHNOLOGIES INC,2012-11-19,New York Public Library,400-037-D08,6255,CAPITAL PURCHASED EQUIPMENT,CT103520131401985,Stapleton - Initial Outfitting,037LNMA12STP001,Capital Contracts,2013,2012
265,20130331058-1-DSB-EFT,ATLAS RESTORATION CORP,2013-03-19,New York Public Library,"ACQUISITION, CONSTRUCTION, RECONSTRUCTIO",6175,CONSTRUCTION-BUILDINGS,CT185020121439723,HVAC 4 LIBRARIES,850LNEA08MHV300,Capital Contracts,2013,2013
266,20130356660-1-DSB-EFT,CLAIRE WEISZ ARCHITECT,2013-04-03,New York Public Library,400-037-008,6131.14,DESIGN-CONSULTANT-BUILDINGS,CTA185020107203046,"24 A & E DESIGN, REQUIREMENTS CONTRACT",850LNCA10JMB032,Capital Contracts,2013,2013
267,20130320960-1-DSB-EFT,PLAZA CONSTRUCTION CORPORATION,2013-03-13,New York Public Library,400-037-R01,5959.31,CONSTRUCTION-BUILDINGS,CT185020100015408,STAPLETON BRANCH LIBRARY RENOVATION & EXAPANSION,850LNC2STAPL131,Capital Contracts,2013,2013
268,20130434624-1-DSB-EFT,MANHATTAN CONTRACTING GROUP INC,2013-05-23,New York Public Library,"ACQUISITION, CONSTRUCTION, RECONSTRUCTIO",5917.27,CONSTRUCTION-BUILDINGS,PRC2850GS11C04P800,,850LNMWHTREA006,Capital Contracts,2013,2013
269,20130236119-1-DSB-AD,MANHATTAN CONTRACTING GROUP INC,2013-06-12,New York Public Library,"ACQUISITION, CONSTRUCTION, RECONSTRUCTIO",5917.27,CONSTRUCTION-BUILDINGS,PRC2850GS11C04P800,,850LNMWHTREA006,Capital Contracts,2013,2013
270,20130160578-1-DSB-EFT,NICHOLSON & GALLOWAY INC,2012-11-13,New York Public Library,"ACQUISITION, CONSTRUCTION, RECONSTRUCTIO",5733,CONSTRUCTION-BUILDINGS,CT185020101404612,JEFFERSON MARKET BRANCH LIBRARY EXTERIOR,850LNC3JMADA105,Capital Contracts,2013,2012
271,20130051759-1-DSB-EFT,RICE ARCHITECTURE P C,2012-08-13,New York Public Library,400-037-X01,5707.56,DESIGN-CONSULTANT-BUILDINGS,CTA185020100009328,A&E SERVICES CONSORTIUM REQUIREMENTS CONTRACT,850LNEMA08WS001,Capital Contracts,2013,2012
272,20130058155-1-DSB-EFT,GREENMAN-PEDERSEN INC,2012-08-20,New York Public Library,"CITY COUNCIL FUNDING FOR ACQUISITION, CO",5636,DESIGN-CONSULTANT-BUILDINGS,CT185020111403782,Replaces CT 850 20100016637,850LNCA09TRE001,Capital Contracts,2013,2012
273,20130408982-1-DSB-EFT,"FRAMAN MECHANICAL, INC",2013-05-07,New York Public Library,"ACQUISITION, CONSTRUCTION, RECONSTRUCTIO",5438.65,CONSTRUCTION-BUILDINGS,PRC2850PH12C11P816,,850LNC2STAPL003,Capital Contracts,2013,2013
274,20130152393-1-DSB-EFT,GREENMAN-PEDERSEN INC,2012-10-31,New York Public Library,"CITY COUNCIL FUNDING FOR ACQUISITION, CO",5201,DESIGN-CONSULTANT-BUILDINGS,CT185020070020496,,850LNC005CC1014,Capital Contracts,2013,2012
275,20130279792-1-DSB-EFT,ARCADIA ELECTRICAL COMPANY INC,2013-02-12,New York Public Library,"CITY COUNCIL FUNDING FOR ACQUISITION, CO",5183.24,CONSTRUCTION-BUILDINGS,CT185020121419036,"JOCS Electrical work for Fire Libraries, Health, Human Svc",850LNBXA08LS102,Capital Contracts,2013,2013
276,20130155437-1-DSB-EFT,GREENMAN-PEDERSEN INC,2012-11-07,New York Public Library,"ACQUISITION, CONSTRUCTION, RECONSTRUCTIO",5150,DESIGN-CONSULTANT-BUILDINGS,CT185020070020496,,850LNEA08DOH006,Capital Contracts,2013,2012
277,20130137880-1-DSB-EFT,N/A (PRIVACY/SECURITY),2012-10-23,New York Public Library,400-037-D02,5139.62,DESIGN-CONSULTANT-BUILDINGS,,,850LNC2STAPL009,Capital Contracts,2013,2012
278,20130320960-1-DSB-EFT,PLAZA CONSTRUCTION CORPORATION,2013-03-13,New York Public Library,400-037-R01,5091.05,CONSTRUCTION-BUILDINGS,CT185020100015408,STAPLETON BRANCH LIBRARY RENOVATION & EXAPANSION,850LNC2STAPL125,Capital Contracts,2013,2013
279,20130320960-1-DSB-EFT,PLAZA CONSTRUCTION CORPORATION,2013-03-13,New York Public Library,400-037-D08,5087.25,CONSTRUCTION-BUILDINGS,CT185020100015408,STAPLETON BRANCH LIBRARY RENOVATION & EXAPANSION,850LNC2STAPL045,Capital Contracts,2013,2013
280,20130320960-1-DSB-EFT,PLAZA CONSTRUCTION CORPORATION,2013-03-13,New York Public Library,400-037-D08,5072.05,CONSTRUCTION-BUILDINGS,CT185020100015408,STAPLETON BRANCH LIBRARY RENOVATION & EXAPANSION,850LNC2STAPL045,Capital Contracts,2013,2013
281,20130199777-1-DSB-EFT,ROYAL FACILITIES INC,2012-12-13,New York Public Library,400-037-D08,5071.2,CAPITAL PURCHASED EQUIPMENT,CT103520131408976,15 Branch Security Systems - Royal Systems,037LNCA13SE1001,Capital Contracts,2013,2012
282,20130199777-1-DSB-EFT,ROYAL FACILITIES INC,2012-12-13,New York Public Library,400-037-D08,5071.2,CAPITAL PURCHASED EQUIPMENT,CT103520131408976,15 Branch Security Systems - Royal Systems,037LNCA13SE1001,Capital Contracts,2013,2012
283,20130199777-1-DSB-EFT,ROYAL FACILITIES INC,2012-12-13,New York Public Library,400-037-D08,5071.2,CAPITAL PURCHASED EQUIPMENT,CT103520131408976,15 Branch Security Systems - Royal Systems,037LNCA13SE1001,Capital Contracts,2013,2012
284,20130199777-1-DSB-EFT,ROYAL FACILITIES INC,2012-12-13,New York Public Library,400-037-D08,5071.2,CAPITAL PURCHASED EQUIPMENT,CT103520131408976,15 Branch Security Systems - Royal Systems,037LNCA13SE1001,Capital Contracts,2013,2012
285,20130051759-1-DSB-EFT,RICE ARCHITECTURE P C,2012-08-13,New York Public Library,400-037-X01,5046.37,DESIGN-CONSULTANT-BUILDINGS,CTA185020100009328,A&E SERVICES CONSORTIUM REQUIREMENTS CONTRACT,850LNEMA08WS011,Capital Contracts,2013,2012
286,20130418933-1-DSB-EFT,HEWLETT-PACKARD COMPANY,2013-05-13,New York Public Library,400-037-X01,5040,CAPITAL PURCHASED EQUIPMENT,CT103520131416556,Desktop PC's: NYS OGS Requirement Contract - PT65350,037LNMA13DTC001,Capital Contracts,2013,2013
287,20130199777-1-DSB-EFT,ROYAL FACILITIES INC,2012-12-13,New York Public Library,400-037-D08,5023.2,CAPITAL PURCHASED EQUIPMENT,CT103520131408976,15 Branch Security Systems - Royal Systems,037LNCA13SE1001,Capital Contracts,2013,2012
288,20130199777-1-DSB-EFT,ROYAL FACILITIES INC,2012-12-13,New York Public Library,400-037-D08,5023.2,CAPITAL PURCHASED EQUIPMENT,CT103520131408976,15 Branch Security Systems - Royal Systems,037LNCA13SE1001,Capital Contracts,2013,2012
289,20130199777-1-DSB-EFT,ROYAL FACILITIES INC,2012-12-13,New York Public Library,400-037-D08,5023.2,CAPITAL PURCHASED EQUIPMENT,CT103520131408976,15 Branch Security Systems - Royal Systems,037LNCA13SE1001,Capital Contracts,2013,2012
290,20130199777-1-DSB-EFT,ROYAL FACILITIES INC,2012-12-13,New York Public Library,400-037-D08,5023.2,CAPITAL PURCHASED EQUIPMENT,CT103520131408976,15 Branch Security Systems - Royal Systems,037LNCA13SE1001,Capital Contracts,2013,2012
291,20130199777-1-DSB-EFT,ROYAL FACILITIES INC,2012-12-13,New York Public Library,400-037-D08,5023.2,CAPITAL PURCHASED EQUIPMENT,CT103520131408976,15 Branch Security Systems - Royal Systems,037LNCA13SE1001,Capital Contracts,2013,2012
292,20130199777-1-DSB-EFT,ROYAL FACILITIES INC,2012-12-13,New York Public Library,400-037-D08,5023.2,CAPITAL PURCHASED EQUIPMENT,CT103520131408976,15 Branch Security Systems - Royal Systems,037LNCA13SE1001,Capital Contracts,2013,2012
293,20130199777-1-DSB-EFT,ROYAL FACILITIES INC,2012-12-13,New York Public Library,400-037-D08,5023.2,CAPITAL PURCHASED EQUIPMENT,CT103520131408976,15 Branch Security Systems - Royal Systems,037LNCA13SE1001,Capital Contracts,2013,2012
294,20130288464-1-DSB-EFT,ARCADIA ELECTRICAL COMPANY INC,2013-02-19,New York Public Library,"CITY COUNCIL FUNDING FOR ACQUISITION, CO",5000,CONSTRUCTION-BUILDINGS,CT185020121419036,"JOCS Electrical work for Fire Libraries, Health, Human Svc",850LNCA09GRC004,Capital Contracts,2013,2013
295,20130263679-1-DSB-EFT,N/A (PRIVACY/SECURITY),2013-01-30,New York Public Library,400-037-C02,4960.88,DESIGN-CONSULTANT-BUILDINGS,,,850LNC2STAPL013,Capital Contracts,2013,2013
296,20130272711-1-DSB-EFT,HORIZON ENGINEERING ASSOCIATES LLP,2013-02-06,New York Public Library,400-037-D02,4953.63,DESIGN-CONSULTANT-BUILDINGS,CT185020090006873,"REQ.CONT.FOR ARCH, & ENGIN DESIGN",850LNC02MHNB001,Capital Contracts,2013,2013
297,20130052930-1-DSB-AD,GREENMAN-PEDERSEN INC,2012-09-24,New York Public Library,"CITY COUNCIL FUNDING FOR ACQUISITION, CO",4818,DESIGN-CONSULTANT-BUILDINGS,CT185020111403782,Replaces CT 850 20100016637,850LNCA09GRC001,Capital Contracts,2013,2012
298,20130408982-1-DSB-EFT,"FRAMAN MECHANICAL, INC",2013-05-07,New York Public Library,"ACQUISITION, CONSTRUCTION, RECONSTRUCTIO",4717.6,CONSTRUCTION-BUILDINGS,PRC2850KK12C15P816,,850LNC2STAPL003,Capital Contracts,2013,2013
299,20130324005-1-DSB-EFT,PLAZA CONSTRUCTION CORPORATION,2013-03-15,New York Public Library,400-037-D08,4656.9,CONSTRUCTION-BUILDINGS,CT185020100015408,STAPLETON BRANCH LIBRARY RENOVATION & EXAPANSION,850LNC2STAPL045,Capital Contracts,2013,2013
300,20130236394-1-DSB-EFT,GREENMAN-PEDERSEN INC,2013-01-14,New York Public Library,"ACQUISITION, CONSTRUCTION, RECONSTRUCTIO",4600,DESIGN-CONSULTANT-BUILDINGS,CT185020070020496,,850LNEA08DOH006,Capital Contracts,2013,2013
301,20130203011-1-DSB-EFT,NICHOLSON & GALLOWAY INC,2012-12-17,New York Public Library,"ACQUISITION, CONSTRUCTION, RECONSTRUCTIO",4517.38,CONSTRUCTION-BUILDINGS,CT185020101404612,JEFFERSON MARKET BRANCH LIBRARY EXTERIOR,850LNC3JMADA117,Capital Contracts,2013,2012
302,20130359811-1-DSB-EFT,GREENMAN-PEDERSEN INC,2013-04-08,New York Public Library,"CITY COUNCIL FUNDING FOR ACQUISITION, CO",4483,DESIGN-CONSULTANT-BUILDINGS,CT185020070020496,,850LNDSVRENO003,Capital Contracts,2013,2013
303,20130160041-1-DSB-EFT,"SUPERSTRUCTURES ENGINEERING ARCHITECTURE, PLLC",2012-11-13,New York Public Library,"ACQUISITION, CONSTRUCTION, RECONSTRUCTIO",4435,DESIGN-CONSULTANT-BUILDINGS,CT185020040024468,"INSPECTION & RESTORATION, CITYWIDE",850LNC3JMADA022,Capital Contracts,2013,2012
304,20130277413-1-DSB-EFT,ARCADIA ELECTRICAL COMPANY INC,2013-02-11,New York Public Library,"CITY COUNCIL FUNDING FOR ACQUISITION, CO",4309.54,CONSTRUCTION-BUILDINGS,CT185020121419036,"JOCS Electrical work for Fire Libraries, Health, Human Svc",850LNBXA08LS702,Capital Contracts,2013,2013
